id,price
188875,9725
188876,35794
188877,58902
188878,57668
188879,67411
188880,54637
188881,18975
188882,38665
188883,40313
188884,64563
188885,50471
188886,52770
188887,64457
188888,81092
188889,35944
188890,22893
188891,48130
188892,36193
188893,141426
188894,18335
188895,25859
188896,42741
188897,35511
188898,-9762
188899,71485
188900,-10910
188901,13063
188902,68456
188903,77296
188904,40579
188905,28485
188906,73324
188907,60771
188908,42687
188909,57197
188910,22012
188911,60330
188912,35133
188913,70532
188914,62051
188915,63304
188916,-2486
188917,64469
188918,8000
188919,22623
188920,35877
188921,117328
188922,66131
188923,79407
188924,47903
188925,72267
188926,77190
188927,-10174
188928,58406
188929,31500
188930,21474
188931,48727
188932,39982
188933,63263
188934,62296
188935,35593
188936,43052
188937,36019
188938,41593
188939,75023
188940,15058
188941,54979
188942,76647
188943,66026
188944,52679
188945,36499
188946,51529
188947,49535
188948,63692
188949,91557
188950,39196
188951,49356
188952,-22080
188953,12994
188954,30847
188955,70880
188956,40798
188957,37792
188958,52900
188959,1999
188960,61163
188961,58582
188962,11228
188963,63406
188964,50035
188965,-2709
188966,63894
188967,56291
188968,16333
188969,15126
188970,48257
188971,48681
188972,62485
188973,83580
188974,47531
188975,38167
188976,-2073
188977,32801
188978,15621
188979,78517
188980,35485
188981,35108
188982,38128
188983,84814
188984,37136
188985,27984
188986,28853
188987,51714
188988,10201
188989,51249
188990,47258
188991,53383
188992,43500
188993,49957
188994,49896
188995,31730
188996,32344
188997,58750
188998,64779
188999,-6680
189000,11021
189001,31520
189002,71090
189003,38685
189004,65609
189005,53818
189006,61265
189007,45766
189008,43485
189009,22591
189010,50563
189011,68881
189012,50375
189013,46310
189014,42999
189015,41712
189016,78926
189017,1488
189018,15989
189019,13128
189020,27411
189021,45268
189022,64444
189023,72707
189024,38304
189025,73137
189026,28643
189027,20141
189028,62477
189029,22555
189030,36194
189031,47102
189032,59104
189033,-3817
189034,62796
189035,55797
189036,69451
189037,5771
189038,59709
189039,59284
189040,20714
189041,33401
189042,46787
189043,62955
189044,46850
189045,49107
189046,-7380
189047,16617
189048,15637
189049,72127
189050,41867
189051,706
189052,44916
189053,43476
189054,34221
189055,42169
189056,-15807
189057,24703
189058,11999
189059,63425
189060,29201
189061,43900
189062,42021
189063,40456
189064,2133
189065,45773
189066,33860
189067,66711
189068,33415
189069,40974
189070,46219
189071,55748
189072,85791
189073,58377
189074,50554
189075,49713
189076,31846
189077,50804
189078,64870
189079,36390
189080,67536
189081,33743
189082,38671
189083,37349
189084,34600
189085,71655
189086,16029
189087,68790
189088,40268
189089,70103
189090,29007
189091,67076
189092,-58560
189093,78241
189094,60352
189095,30257
189096,25468
189097,67245
189098,26223
189099,-11956
189100,11955
189101,52121
189102,71369
189103,57953
189104,-5076
189105,56038
189106,75355
189107,35449
189108,34951
189109,51776
189110,4523
189111,9761
189112,28946
189113,67573
189114,20843
189115,27062
189116,30904
189117,38992
189118,40836
189119,48427
189120,52768
189121,65594
189122,-7589
189123,32470
189124,50361
189125,114479
189126,34530
189127,48252
189128,38327
189129,20880
189130,77419
189131,53034
189132,25398
189133,63803
189134,45231
189135,60915
189136,63120
189137,25592
189138,14936
189139,-6279
189140,2847
189141,-4835
189142,9656
189143,-14335
189144,14446
189145,76956
189146,48179
189147,43079
189148,35672
189149,48971
189150,59963
189151,37374
189152,58669
189153,51058
189154,26613
189155,10689
189156,72825
189157,1002
189158,18929
189159,41621
189160,51042
189161,13496
189162,14544
189163,71159
189164,30482
189165,37735
189166,67807
189167,30403
189168,38856
189169,51237
189170,53300
189171,572
189172,59811
189173,14409
189174,51750
189175,-6736
189176,47758
189177,82639
189178,40783
189179,4338
189180,63698
189181,16743
189182,30404
189183,47982
189184,78619
189185,16645
189186,54563
189187,77707
189188,63458
189189,9001
189190,54909
189191,1820
189192,66402
189193,55615
189194,59100
189195,9196
189196,6660
189197,27693
189198,48410
189199,20535
189200,42084
189201,41272
189202,23799
189203,40970
189204,26809
189205,38486
189206,53304
189207,71364
189208,26581
189209,55464
189210,80080
189211,19328
189212,21119
189213,47722
189214,66962
189215,40143
189216,61458
189217,60635
189218,74847
189219,19598
189220,72108
189221,52482
189222,50985
189223,68808
189224,41189
189225,39513
189226,68726
189227,41751
189228,27578
189229,59782
189230,35654
189231,60311
189232,43988
189233,41551
189234,49267
189235,68386
189236,66765
189237,54357
189238,56087
189239,13239
189240,50142
189241,22807
189242,-1948
189243,63324
189244,32764
189245,42088
189246,17419
189247,51414
189248,53691
189249,8166
189250,35194
189251,42207
189252,41111
189253,68970
189254,26905
189255,52815
189256,44659
189257,23920
189258,2198
189259,39671
189260,29359
189261,82745
189262,32888
189263,65483
189264,55606
189265,50144
189266,58742
189267,48370
189268,68358
189269,24305
189270,64103
189271,64853
189272,60496
189273,64664
189274,74757
189275,61438
189276,51274
189277,41154
189278,41627
189279,74116
189280,56036
189281,21240
189282,64334
189283,103904
189284,60233
189285,35829
189286,36360
189287,62325
189288,69449
189289,15701
189290,43407
189291,65507
189292,17288
189293,40033
189294,35899
189295,4252
189296,30709
189297,51892
189298,64549
189299,52486
189300,76056
189301,20710
189302,55455
189303,24111
189304,71424
189305,45329
189306,54844
189307,69890
189308,69982
189309,51258
189310,46885
189311,72459
189312,69293
189313,68574
189314,63276
189315,68026
189316,66370
189317,41117
189318,14302
189319,908
189320,44316
189321,53755
189322,26998
189323,-3462
189324,58526
189325,37236
189326,-8284
189327,35408
189328,60151
189329,25866
189330,51184
189331,61960
189332,112360
189333,21262
189334,20607
189335,32486
189336,-41848
189337,7897
189338,54522
189339,56319
189340,37637
189341,87701
189342,52634
189343,65466
189344,34770
189345,-11993
189346,9843
189347,68036
189348,63738
189349,60632
189350,33363
189351,62942
189352,66937
189353,-9588
189354,62211
189355,41573
189356,38031
189357,37326
189358,64821
189359,34255
189360,76876
189361,17072
189362,31364
189363,62635
189364,31490
189365,108436
189366,17094
189367,41778
189368,69023
189369,62260
189370,16805
189371,53005
189372,27491
189373,64675
189374,94512
189375,48721
189376,8251
189377,22059
189378,67280
189379,59043
189380,39348
189381,45413
189382,58460
189383,63752
189384,22241
189385,68374
189386,43142
189387,5860
189388,119503
189389,74036
189390,63529
189391,44302
189392,10179
189393,22707
189394,8927
189395,7171
189396,29422
189397,65009
189398,22666
189399,46612
189400,45777
189401,39115
189402,88821
189403,46017
189404,58971
189405,75929
189406,42690
189407,53172
189408,65502
189409,37228
189410,68099
189411,72825
189412,65755
189413,70581
189414,80065
189415,58763
189416,46595
189417,28594
189418,63776
189419,24981
189420,50000
189421,94986
189422,64921
189423,131494
189424,65578
189425,65277
189426,17116
189427,64791
189428,15289
189429,5399
189430,15073
189431,48971
189432,35454
189433,68436
189434,57036
189435,26235
189436,36689
189437,32878
189438,31953
189439,13669
189440,38186
189441,70355
189442,66403
189443,66546
189444,8780
189445,63291
189446,69085
189447,15969
189448,90375
189449,-4754
189450,53233
189451,43933
189452,34746
189453,39746
189454,48587
189455,38868
189456,65379
189457,-641
189458,79062
189459,25459
189460,59631
189461,59930
189462,57724
189463,37147
189464,29388
189465,79970
189466,9891
189467,55762
189468,17985
189469,31231
189470,64364
189471,116064
189472,39310
189473,-5134
189474,70223
189475,32944
189476,60769
189477,53585
189478,42381
189479,56706
189480,-8658
189481,73518
189482,20352
189483,63466
189484,43593
189485,11310
189486,54416
189487,20607
189488,23653
189489,85358
189490,64291
189491,82771
189492,50841
189493,44394
189494,71250
189495,23503
189496,62766
189497,50593
189498,18405
189499,67657
189500,27956
189501,27461
189502,16099
189503,40958
189504,40554
189505,56293
189506,54967
189507,57990
189508,55059
189509,64260
189510,27183
189511,32025
189512,45653
189513,83525
189514,16077
189515,64727
189516,9771
189517,5152
189518,54221
189519,29216
189520,51767
189521,71384
189522,49115
189523,83967
189524,18217
189525,59652
189526,22570
189527,60133
189528,70734
189529,76244
189530,61417
189531,6340
189532,-21968
189533,60943
189534,64586
189535,68421
189536,60626
189537,67759
189538,54713
189539,52062
189540,19697
189541,11318
189542,48588
189543,37803
189544,71550
189545,-3972
189546,50825
189547,71442
189548,61451
189549,40783
189550,50846
189551,32449
189552,116750
189553,66122
189554,53949
189555,78140
189556,41558
189557,42601
189558,77814
189559,92842
189560,78685
189561,46180
189562,52129
189563,38382
189564,9937
189565,58065
189566,63408
189567,86534
189568,5175
189569,48674
189570,-8824
189571,32548
189572,36135
189573,57797
189574,38315
189575,62747
189576,53190
189577,62749
189578,70745
189579,68137
189580,41639
189581,29459
189582,94635
189583,60320
189584,58071
189585,66138
189586,47730
189587,1967
189588,70425
189589,104478
189590,74370
189591,58802
189592,54223
189593,63261
189594,46393
189595,30005
189596,64722
189597,30822
189598,-15808
189599,75781
189600,54029
189601,71103
189602,50702
189603,70816
189604,47089
189605,51278
189606,55161
189607,62419
189608,44864
189609,69571
189610,71449
189611,67813
189612,52424
189613,29580
189614,-716
189615,65482
189616,66565
189617,57720
189618,15438
189619,61662
189620,3198
189621,18280
189622,121561
189623,26832
189624,48042
189625,44848
189626,43544
189627,57396
189628,59812
189629,35464
189630,14934
189631,50727
189632,48897
189633,70507
189634,39122
189635,55766
189636,-9281
189637,14608
189638,22829
189639,90528
189640,67183
189641,676
189642,68908
189643,15697
189644,-3292
189645,74247
189646,54791
189647,73650
189648,31761
189649,41990
189650,56577
189651,74417
189652,6620
189653,60748
189654,51666
189655,60452
189656,54690
189657,27600
189658,63336
189659,44443
189660,17347
189661,65019
189662,43590
189663,57598
189664,60551
189665,58110
189666,40162
189667,44193
189668,54139
189669,38181
189670,31186
189671,26386
189672,63687
189673,50490
189674,28073
189675,31100
189676,3025
189677,79897
189678,40394
189679,64599
189680,71502
189681,57835
189682,39238
189683,38682
189684,28926
189685,66210
189686,5341
189687,-6462
189688,917
189689,35127
189690,45027
189691,52010
189692,20149
189693,98045
189694,23577
189695,69187
189696,65625
189697,29162
189698,21472
189699,9029
189700,6671
189701,27846
189702,65959
189703,-9893
189704,58136
189705,55730
189706,43547
189707,50425
189708,31206
189709,17023
189710,14456
189711,19729
189712,19480
189713,11365
189714,47092
189715,-16509
189716,66113
189717,51998
189718,6231
189719,-1607
189720,60865
189721,23715
189722,30678
189723,33144
189724,4035
189725,41724
189726,69205
189727,26186
189728,74849
189729,23330
189730,61832
189731,51238
189732,71636
189733,62112
189734,5363
189735,54114
189736,10722
189737,17186
189738,73179
189739,97470
189740,40506
189741,76778
189742,55566
189743,29948
189744,53378
189745,46353
189746,19303
189747,44355
189748,56342
189749,28419
189750,-18211
189751,53292
189752,13065
189753,68854
189754,47940
189755,70160
189756,-2154
189757,70170
189758,-9090
189759,58829
189760,65943
189761,17683
189762,65820
189763,33155
189764,66246
189765,49501
189766,79684
189767,11135
189768,-12973
189769,2303
189770,73836
189771,26661
189772,14246
189773,52971
189774,74515
189775,20980
189776,83119
189777,11967
189778,22153
189779,54841
189780,-21111
189781,-1792
189782,87656
189783,71955
189784,68772
189785,71705
189786,66031
189787,66790
189788,52604
189789,38730
189790,32821
189791,41358
189792,5989
189793,58433
189794,64586
189795,73938
189796,74388
189797,44302
189798,38074
189799,45446
189800,60555
189801,72331
189802,66033
189803,25147
189804,7879
189805,47610
189806,53730
189807,11888
189808,20559
189809,69346
189810,2546
189811,76065
189812,64496
189813,68089
189814,55450
189815,7230
189816,26288
189817,63583
189818,36142
189819,57030
189820,61255
189821,59864
189822,34672
189823,17461
189824,70207
189825,50695
189826,14593
189827,67174
189828,54900
189829,39010
189830,5002
189831,58714
189832,53713
189833,53665
189834,11494
189835,18645
189836,76304
189837,99881
189838,30799
189839,42881
189840,67903
189841,53102
189842,22753
189843,41498
189844,27665
189845,67551
189846,35621
189847,60133
189848,59300
189849,13551
189850,54829
189851,62357
189852,16392
189853,55719
189854,60743
189855,-15559
189856,29195
189857,-3451
189858,44079
189859,53084
189860,15027
189861,30419
189862,22797
189863,32478
189864,65601
189865,59641
189866,37146
189867,64215
189868,43713
189869,54404
189870,64813
189871,75916
189872,36114
189873,59456
189874,45792
189875,40366
189876,52690
189877,51545
189878,76874
189879,71702
189880,8569
189881,59187
189882,49679
189883,42178
189884,46451
189885,36156
189886,63802
189887,47325
189888,69120
189889,31991
189890,39111
189891,34051
189892,44332
189893,26935
189894,42694
189895,43712
189896,32375
189897,44438
189898,57085
189899,11293
189900,37874
189901,98821
189902,17081
189903,58147
189904,95684
189905,40110
189906,72800
189907,66273
189908,11785
189909,74917
189910,28980
189911,69435
189912,75072
189913,20811
189914,66603
189915,61332
189916,68671
189917,67831
189918,1916
189919,66303
189920,63744
189921,70556
189922,24566
189923,65416
189924,36026
189925,57727
189926,78355
189927,16101
189928,66362
189929,78556
189930,23439
189931,47445
189932,42610
189933,15591
189934,39026
189935,-28833
189936,46688
189937,-23273
189938,-16273
189939,-1697
189940,47105
189941,61428
189942,53606
189943,72333
189944,60105
189945,32200
189946,31414
189947,3368
189948,66687
189949,27099
189950,37559
189951,64313
189952,68952
189953,70931
189954,8407
189955,14143
189956,-25173
189957,64122
189958,49811
189959,132397
189960,51277
189961,69879
189962,62948
189963,31303
189964,67061
189965,21322
189966,25178
189967,49170
189968,93834
189969,39916
189970,5025
189971,54067
189972,62150
189973,79702
189974,55849
189975,65170
189976,17200
189977,50316
189978,-3569
189979,57662
189980,65212
189981,46759
189982,75127
189983,21995
189984,61378
189985,58797
189986,57193
189987,52005
189988,-6061
189989,81424
189990,69562
189991,51855
189992,7943
189993,65219
189994,53323
189995,49251
189996,72291
189997,24873
189998,45595
189999,-14169
190000,52456
190001,66384
190002,38806
190003,46464
190004,27428
190005,63274
190006,67472
190007,53632
190008,64477
190009,52170
190010,27617
190011,84751
190012,61748
190013,71675
190014,35461
190015,45099
190016,-26957
190017,20664
190018,51652
190019,67436
190020,42489
190021,55683
190022,59879
190023,37401
190024,70361
190025,46648
190026,38816
190027,17837
190028,22621
190029,60656
190030,42189
190031,57548
190032,66206
190033,49356
190034,-9365
190035,52912
190036,19714
190037,71279
190038,66724
190039,36886
190040,29772
190041,53843
190042,78096
190043,65345
190044,8930
190045,33503
190046,24313
190047,39189
190048,1017
190049,52466
190050,74872
190051,31768
190052,35248
190053,57217
190054,33265
190055,22166
190056,-6407
190057,18443
190058,69416
190059,20957
190060,49050
190061,50476
190062,73608
190063,62666
190064,72768
190065,45295
190066,66824
190067,57512
190068,64837
190069,60088
190070,71582
190071,16866
190072,61572
190073,5284
190074,30826
190075,44865
190076,18965
190077,68213
190078,-1080
190079,31783
190080,58535
190081,72679
190082,59221
190083,58237
190084,3825
190085,71296
190086,44742
190087,67239
190088,26121
190089,25658
190090,17906
190091,12654
190092,11425
190093,66068
190094,66424
190095,-6828
190096,26338
190097,49931
190098,58578
190099,32184
190100,34722
190101,51270
190102,8926
190103,54121
190104,44352
190105,42585
190106,59654
190107,2123
190108,83882
190109,69479
190110,69909
190111,11476
190112,36971
190113,75071
190114,68172
190115,18699
190116,41979
190117,66873
190118,33984
190119,43416
190120,22775
190121,10059
190122,47238
190123,53419
190124,45379
190125,72983
190126,53055
190127,35057
190128,67867
190129,16903
190130,67929
190131,42474
190132,-12357
190133,49516
190134,74225
190135,37319
190136,16656
190137,64982
190138,49479
190139,20611
190140,46979
190141,38992
190142,31813
190143,40793
190144,52830
190145,67840
190146,93168
190147,69835
190148,-5154
190149,48695
190150,58534
190151,61190
190152,16932
190153,-3987
190154,36433
190155,45351
190156,45729
190157,60585
190158,52737
190159,16718
190160,60638
190161,47409
190162,36811
190163,11005
190164,29491
190165,36534
190166,49582
190167,-7174
190168,58738
190169,75028
190170,63299
190171,50106
190172,39176
190173,20269
190174,44351
190175,64529
190176,87422
190177,3057
190178,67016
190179,68969
190180,21205
190181,76556
190182,-18109
190183,27745
190184,47235
190185,48664
190186,11830
190187,51838
190188,74930
190189,47468
190190,46303
190191,25838
190192,62063
190193,58743
190194,69095
190195,82052
190196,28164
190197,72650
190198,69982
190199,71657
190200,59759
190201,31801
190202,63757
190203,61760
190204,33897
190205,18429
190206,42829
190207,61190
190208,27309
190209,35325
190210,58825
190211,66453
190212,64794
190213,39853
190214,48993
190215,59158
190216,76399
190217,49164
190218,62542
190219,35635
190220,38275
190221,39010
190222,64284
190223,32383
190224,51318
190225,44722
190226,32547
190227,-1791
190228,-4552
190229,53478
190230,23609
190231,-7446
190232,52812
190233,26622
190234,55822
190235,20064
190236,78932
190237,67643
190238,67930
190239,72215
190240,53840
190241,38494
190242,63072
190243,50439
190244,62922
190245,56460
190246,116013
190247,66470
190248,70018
190249,59569
190250,41103
190251,-6683
190252,23966
190253,57739
190254,56113
190255,-1485
190256,49530
190257,23349
190258,50381
190259,20126
190260,25950
190261,40493
190262,-1385
190263,30088
190264,36021
190265,66891
190266,62581
190267,36957
190268,25359
190269,93981
190270,78442
190271,93002
190272,38517
190273,-11160
190274,58859
190275,61514
190276,20320
190277,60571
190278,51243
190279,82979
190280,76431
190281,72840
190282,48619
190283,19957
190284,64336
190285,14297
190286,51967
190287,49477
190288,51766
190289,3503
190290,69137
190291,25128
190292,2136
190293,53735
190294,25373
190295,45374
190296,66752
190297,87162
190298,19873
190299,36168
190300,34596
190301,41376
190302,61518
190303,45027
190304,4075
190305,20499
190306,40501
190307,66681
190308,65531
190309,67138
190310,68831
190311,21207
190312,47131
190313,64050
190314,37457
190315,28034
190316,38756
190317,66189
190318,68055
190319,18270
190320,47857
190321,81119
190322,3585
190323,51490
190324,2367
190325,34642
190326,9995
190327,39405
190328,66786
190329,73829
190330,55711
190331,62302
190332,40018
190333,32344
190334,62234
190335,17583
190336,36019
190337,26418
190338,72299
190339,71131
190340,17662
190341,38892
190342,43955
190343,74305
190344,50221
190345,54093
190346,34223
190347,32602
190348,62856
190349,45783
190350,107911
190351,70784
190352,76371
190353,57718
190354,13562
190355,77654
190356,18503
190357,79866
190358,6211
190359,63872
190360,76845
190361,44084
190362,26045
190363,66921
190364,49221
190365,44516
190366,54972
190367,83256
190368,63073
190369,55308
190370,55102
190371,59939
190372,67949
190373,73935
190374,91259
190375,41340
190376,-20111
190377,15853
190378,75746
190379,-4359
190380,10051
190381,-16270
190382,28343
190383,54010
190384,39838
190385,46060
190386,67572
190387,58692
190388,77075
190389,13209
190390,62477
190391,74512
190392,53834
190393,49522
190394,61834
190395,44034
190396,59553
190397,71922
190398,25892
190399,27581
190400,7227
190401,49163
190402,38524
190403,7930
190404,69348
190405,77630
190406,67603
190407,41922
190408,59775
190409,89718
190410,37843
190411,66900
190412,21615
190413,5833
190414,10612
190415,73969
190416,67275
190417,43963
190418,33203
190419,52727
190420,48473
190421,2967
190422,-11285
190423,79335
190424,31532
190425,59946
190426,76045
190427,32207
190428,72730
190429,102444
190430,-4213
190431,46112
190432,54739
190433,16256
190434,53843
190435,-22883
190436,50907
190437,97368
190438,-18441
190439,81275
190440,54371
190441,38094
190442,40551
190443,20621
190444,-2639
190445,42578
190446,52979
190447,51749
190448,65774
190449,-7241
190450,48162
190451,59286
190452,52212
190453,22631
190454,5112
190455,18478
190456,-1605
190457,54756
190458,5838
190459,49210
190460,37912
190461,45349
190462,43883
190463,51530
190464,32498
190465,19740
190466,21489
190467,40163
190468,34254
190469,75002
190470,33759
190471,35236
190472,29294
190473,29805
190474,52488
190475,38894
190476,61167
190477,14464
190478,11688
190479,55605
190480,82774
190481,41184
190482,50674
190483,36154
190484,-2048
190485,62380
190486,66468
190487,69386
190488,44630
190489,22451
190490,60107
190491,76368
190492,44785
190493,27690
190494,1229
190495,71561
190496,29844
190497,49872
190498,46867
190499,56517
190500,34745
190501,90777
190502,69101
190503,53113
190504,28682
190505,59026
190506,56051
190507,46516
190508,61261
190509,68872
190510,56600
190511,-28029
190512,57497
190513,33283
190514,31072
190515,53961
190516,6571
190517,42914
190518,61190
190519,33279
190520,44396
190521,54283
190522,33147
190523,63499
190524,63377
190525,81815
190526,71262
190527,5990
190528,2365
190529,48802
190530,10650
190531,80112
190532,65394
190533,29894
190534,58695
190535,35923
190536,12567
190537,50549
190538,40902
190539,50820
190540,62086
190541,74740
190542,73314
190543,47333
190544,65342
190545,21576
190546,-19832
190547,77048
190548,73583
190549,62121
190550,13628
190551,14376
190552,37762
190553,63143
190554,78109
190555,25680
190556,49367
190557,44421
190558,52127
190559,42734
190560,144465
190561,899
190562,59117
190563,48104
190564,40217
190565,46102
190566,69018
190567,21523
190568,15483
190569,47341
190570,5907
190571,44711
190572,58781
190573,42389
190574,46114
190575,32148
190576,47435
190577,-3366
190578,50729
190579,41235
190580,31363
190581,54829
190582,39096
190583,70672
190584,59768
190585,34606
190586,43038
190587,49546
190588,73711
190589,46339
190590,75099
190591,72082
190592,-1860
190593,-29135
190594,35353
190595,28486
190596,39190
190597,50363
190598,35442
190599,75703
190600,24679
190601,28301
190602,54777
190603,49078
190604,46569
190605,57287
190606,13415
190607,27494
190608,6849
190609,76751
190610,75795
190611,45527
190612,72392
190613,-6492
190614,68031
190615,32502
190616,43145
190617,70086
190618,73815
190619,35919
190620,24322
190621,33932
190622,12960
190623,2383
190624,2552
190625,31430
190626,64042
190627,37597
190628,62464
190629,27099
190630,21402
190631,6611
190632,76875
190633,17618
190634,-4786
190635,61380
190636,47943
190637,44184
190638,44367
190639,57085
190640,35818
190641,67031
190642,11040
190643,30250
190644,73376
190645,44513
190646,47349
190647,62780
190648,25994
190649,42771
190650,20462
190651,20455
190652,34934
190653,78059
190654,62661
190655,48538
190656,57480
190657,62626
190658,34548
190659,48139
190660,24181
190661,37109
190662,53182
190663,31379
190664,43845
190665,24036
190666,71361
190667,35928
190668,61040
190669,68332
190670,74949
190671,65971
190672,71191
190673,20004
190674,69703
190675,62276
190676,50953
190677,74098
190678,62259
190679,50706
190680,65497
190681,67503
190682,81438
190683,52950
190684,-12715
190685,61800
190686,31188
190687,12683
190688,55360
190689,30437
190690,-25199
190691,38318
190692,66228
190693,18393
190694,16988
190695,64399
190696,60676
190697,81150
190698,26030
190699,61813
190700,24730
190701,-36873
190702,52710
190703,47874
190704,39155
190705,51834
190706,33828
190707,29155
190708,61753
190709,60553
190710,32453
190711,79256
190712,18591
190713,22675
190714,10910
190715,20524
190716,18022
190717,48122
190718,9687
190719,14247
190720,23369
190721,9466
190722,43134
190723,56701
190724,56431
190725,51027
190726,28393
190727,65111
190728,63139
190729,64848
190730,43344
190731,36636
190732,35909
190733,38307
190734,57427
190735,28251
190736,70987
190737,39451
190738,80872
190739,63655
190740,63042
190741,46378
190742,11605
190743,69976
190744,26567
190745,6127
190746,41988
190747,84622
190748,42997
190749,53705
190750,26538
190751,60665
190752,51770
190753,65861
190754,48426
190755,62519
190756,50945
190757,42604
190758,5632
190759,38690
190760,25224
190761,-346
190762,60645
190763,84401
190764,47919
190765,8621
190766,58170
190767,49020
190768,58600
190769,43947
190770,53010
190771,73488
190772,53556
190773,12564
190774,52489
190775,38309
190776,17319
190777,38200
190778,44720
190779,73487
190780,86853
190781,54855
190782,54537
190783,52798
190784,43859
190785,8698
190786,42190
190787,68683
190788,11067
190789,50646
190790,41993
190791,62984
190792,47743
190793,81692
190794,63840
190795,55054
190796,73319
190797,51530
190798,50163
190799,42484
190800,23940
190801,72017
190802,49249
190803,70982
190804,66870
190805,50908
190806,17048
190807,25561
190808,48832
190809,42048
190810,24154
190811,32364
190812,26427
190813,35178
190814,72806
190815,52791
190816,32137
190817,13052
190818,57279
190819,34705
190820,11091
190821,65449
190822,110245
190823,-3172
190824,50177
190825,80560
190826,1166
190827,79572
190828,24498
190829,52787
190830,72109
190831,10937
190832,20737
190833,-1717
190834,-8034
190835,61055
190836,18619
190837,72117
190838,28027
190839,58752
190840,52293
190841,38627
190842,16774
190843,69896
190844,101779
190845,69433
190846,75409
